N,P,K,temperature,humidity,ph,rainfall,label,Pest,Pesticide,Active Ingredient,Usage Guidelines,Historical Temp (Avg Last 7 days),Historical Humidity (Avg Last 7 days),Historical Rainfall (Last 7 days),Atmospheric Pressure (hPa),Solar Radiation (UV Index),Wind Speed (km/h),Wind Direction (°),Cloud Cover (%),Evapotranspiration Rate (mm/day),Pest Occurrence (Count),Pest Life Cycle Stage,Neighboring Crop Infestation Risk (%),NDVI (Normalized Difference Vegetation Index),Chlorophyll Content (SPAD),Soil Microbial Activity (%),Soil Temp (°C),Soil pH Variability,Disease Symptoms Detected,Fertilizer Usage History
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,32.62,80.56,65.16,1026.49,8.54,6.76,214.36,73.23,1.0,19.0,Egg,84.36,0.64,40.72,12.63,22.77,0.29,Yes,Excess
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,28.94,50.99,160.79,1038.86,1.37,7.27,170.73,82.93,0.93,40.0,Adult,93.71,0.62,30.9,76.07,15.45,-0.5,Yes,Excess
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,25.59,54.96,271.58,1020.97,1.48,5.43,358.74,77.67,4.05,28.0,Larva,58.55,0.38,33.15,36.97,26.46,0.17,Yes,Deficient
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,21.9,90.07,258.75,1010.15,9.99,3.95,298.96,80.77,4.84,11.0,Larva,51.22,0.3,56.79,10.04,17.62,-0.77,Yes,Deficient
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,28.93,71.13,85.24,1020.93,9.95,13.37,7.96,12.79,4.13,11.0,Larva,46.55,0.37,40.93,64.13,20.3,0.28,Yes,Excess
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,18.47,80.09,48.77,1021.49,3.81,33.85,25.74,87.05,0.67,44.0,Egg,61.17,0.86,28.57,78.97,21.21,-0.77,Yes,Excess
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,30.08,46.97,52.52,1043.11,5.92,23.38,147.64,7.11,4.04,4.0,Adult,77.55,0.01,36.82,42.0,23.49,1.0,No,Optimal
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,25.59,59.59,184.57,1027.6,3.63,14.56,106.14,43.09,0.6,3.0,Larva,12.72,0.28,35.29,62.86,11.17,-0.35,Yes,Excess
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,31.14,99.48,187.45,994.8,6.99,35.63,39.77,27.98,2.6,24.0,Adult,90.37,0.68,29.45,74.3,15.76,0.07,No,Optimal
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,26.6,86.85,61.91,983.93,6.31,9.9,263.01,92.24,3.22,23.0,Adult,47.78,0.05,56.31,26.58,13.78,0.04,No,Deficient
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,27.38,72.59,228.41,1030.42,8.89,15.5,163.18,5.01,2.25,15.0,Egg,54.49,0.18,30.8,12.34,22.15,-0.13,No,Excess
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,18.01,58.24,165.97,1025.24,5.01,12.98,59.47,98.13,1.66,25.0,Larva,30.76,0.73,24.82,11.59,30.07,-0.13,Yes,Deficient
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,24.59,50.54,221.18,1016.27,7.96,12.63,232.46,6.4,1.64,4.0,Larva,9.44,0.87,38.79,40.56,29.77,-0.4,Yes,Excess
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,15.41,68.2,178.11,1001.43,3.68,33.13,86.59,4.76,1.46,45.0,Egg,99.53,0.02,39.56,19.35,18.56,0.81,Yes,Excess
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,31.7,81.62,284.14,997.62,9.59,3.42,195.69,43.86,1.32,8.0,Larva,52.86,0.79,50.4,27.65,12.39,-0.39,Yes,Deficient
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,16.97,41.34,23.63,1017.71,8.05,27.84,277.35,59.79,1.96,9.0,Adult,19.88,0.27,31.03,10.86,21.17,0.72,No,Optimal
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,17.13,57.49,121.94,1037.95,3.9,23.16,59.53,76.68,4.97,35.0,Adult,60.14,0.23,59.07,11.61,30.91,-0.39,No,Optimal
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,29.2,81.76,79.67,1024.61,5.05,7.64,128.17,8.71,1.5,41.0,Egg,29.04,0.45,26.64,51.7,30.92,0.39,Yes,Optimal
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,26.94,79.6,111.17,998.1,4.97,13.96,226.79,49.04,3.44,7.0,Adult,0.71,0.44,40.12,59.44,23.74,0.8,Yes,Excess
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,29.27,96.78,74.96,1025.35,10.78,10.93,325.46,49.95,1.19,39.0,Egg,65.19,0.79,24.13,17.01,10.66,0.57,No,Optimal
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,24.71,62.5,11.75,988.41,5.09,2.82,57.0,66.21,1.72,26.0,Larva,33.4,0.33,49.55,63.46,11.08,0.05,No,Deficient
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,22.73,95.92,32.45,1008.59,8.9,6.72,127.05,85.55,0.92,17.0,Egg,6.8,0.74,59.9,52.79,22.98,-0.11,Yes,Deficient
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,21.4,52.68,180.03,1022.57,3.03,12.69,248.36,26.84,4.25,17.0,Adult,93.78,0.95,26.62,30.69,30.0,0.77,Yes,Excess
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,33.41,92.39,299.52,1029.26,1.26,30.33,352.13,49.11,4.41,5.0,Egg,81.32,0.3,38.12,40.33,17.17,-0.75,Yes,Deficient
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,17.63,61.5,92.02,1042.58,4.0,37.85,250.45,45.61,1.19,32.0,Larva,21.98,0.61,37.78,28.2,23.82,0.26,Yes,Optimal
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,32.47,77.6,115.46,1032.76,8.38,4.27,310.72,55.27,3.02,42.0,Adult,0.33,0.95,41.95,39.53,30.67,0.18,Yes,Excess
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,32.89,71.33,64.77,980.24,1.6,35.64,127.31,13.82,2.88,48.0,Egg,76.08,0.94,38.9,69.81,27.39,-0.97,Yes,Excess
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,27.95,89.16,230.34,1037.58,10.95,15.42,237.68,94.25,3.95,8.0,Egg,49.29,0.9,29.71,56.07,24.37,-0.4,Yes,Optimal
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,18.23,95.31,158.62,1034.27,7.14,14.79,263.79,73.11,3.92,30.0,Larva,46.31,0.06,56.57,70.28,28.05,-0.72,Yes,Optimal
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,22.12,96.62,179.73,1034.54,7.0,34.57,252.22,81.53,3.15,47.0,Larva,58.71,0.74,40.77,13.32,26.02,-0.73,Yes,Deficient
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,17.75,48.16,229.88,1024.08,5.47,19.78,94.04,85.22,4.83,15.0,Adult,40.76,0.78,34.23,52.8,17.48,0.88,No,Optimal
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,32.97,48.63,155.61,1034.62,4.21,23.06,329.46,13.23,4.82,9.0,Larva,55.87,0.28,38.82,65.11,16.76,-0.19,Yes,Deficient
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,20.92,72.91,287.13,1018.32,5.73,32.56,153.52,97.57,1.79,14.0,Larva,0.81,0.84,44.89,64.43,15.66,0.51,No,Excess
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,29.05,53.04,276.06,1043.05,6.69,11.42,24.41,47.57,1.54,3.0,Larva,42.23,0.36,49.62,32.27,28.16,0.25,Yes,Deficient
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,25.65,52.03,64.37,1016.72,7.47,7.94,201.32,64.12,0.76,2.0,Adult,72.31,0.13,29.69,25.72,28.58,-0.93,Yes,Deficient
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,25.98,48.94,123.12,991.37,1.42,27.58,313.1,43.88,4.88,1.0,Egg,62.31,0.07,31.1,75.17,20.12,0.85,No,Deficient
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,23.06,51.19,15.58,1018.06,5.97,8.7,171.53,55.71,1.42,25.0,Adult,26.14,0.25,22.07,60.64,10.17,-0.91,Yes,Deficient
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,21.72,55.52,36.35,1001.77,8.21,3.25,161.9,76.21,1.6,42.0,Adult,60.71,0.14,39.65,23.1,21.66,-0.71,No,Optimal
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,24.77,99.84,1.29,1039.15,10.57,31.81,256.54,90.83,3.33,30.0,Larva,49.09,0.35,35.69,78.43,32.52,0.11,No,Optimal
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,34.45,63.17,86.34,984.17,10.64,39.7,183.12,15.09,2.14,16.0,Larva,62.72,0.92,52.39,76.31,23.67,-0.4,Yes,Excess
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,25.92,70.1,158.58,1029.4,2.32,11.48,42.47,2.37,0.7,45.0,Larva,65.3,0.46,20.13,39.67,13.16,0.36,No,Excess
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,29.69,60.29,187.91,1042.5,5.99,8.01,211.76,40.31,4.47,2.0,Larva,1.28,0.81,36.53,35.17,32.89,-0.26,No,Optimal
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,18.33,87.95,228.78,1009.12,1.73,13.61,16.46,89.74,2.9,24.0,Egg,93.92,0.0,57.74,28.33,18.98,0.34,Yes,Deficient
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,28.53,59.2,35.0,1047.09,2.49,31.2,14.03,61.99,2.93,31.0,Egg,36.24,0.84,33.86,25.38,23.1,0.78,Yes,Optimal
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,24.58,83.13,192.21,1037.41,2.48,38.9,208.7,43.85,2.52,3.0,Egg,41.91,0.29,31.93,17.1,11.96,0.3,No,Deficient
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,28.95,98.46,25.0,1048.4,6.53,3.27,275.96,72.46,3.17,11.0,Egg,29.19,0.12,29.04,69.29,31.61,0.88,No,Excess
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,31.35,45.24,59.68,1045.09,6.14,5.74,354.53,28.23,4.2,22.0,Adult,23.82,0.23,46.49,13.41,25.26,-0.4,No,Deficient
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,30.03,62.04,32.9,1003.99,3.61,3.75,11.47,41.27,0.55,39.0,Larva,85.59,0.43,32.99,46.87,26.04,-0.02,Yes,Excess
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,16.08,91.29,151.53,987.67,3.01,13.79,295.65,59.06,3.28,44.0,Larva,42.12,0.97,55.2,78.61,15.58,-0.24,Yes,Deficient
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,24.4,64.37,187.18,982.07,4.84,25.38,336.2,4.42,4.89,50.0,Larva,82.83,0.64,40.48,10.19,14.69,-0.91,No,Excess
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,24.71,61.1,32.88,1039.91,6.7,19.81,247.3,84.96,2.44,30.0,Egg,94.66,0.3,21.73,44.92,13.63,-0.78,Yes,Optimal
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,28.57,63.02,179.79,982.37,3.43,21.09,23.19,46.78,4.27,48.0,Larva,49.77,1.0,51.91,37.85,15.2,-0.97,Yes,Excess
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,23.09,69.47,48.53,1009.03,2.0,4.88,322.99,27.41,1.6,4.0,Egg,13.8,0.23,57.23,30.28,30.49,-0.87,Yes,Excess
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,17.78,84.68,118.84,1034.0,10.64,15.58,228.78,96.42,3.55,37.0,Adult,42.73,0.1,35.67,40.53,23.98,0.13,No,Excess
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,29.43,96.83,205.84,1047.14,8.61,22.83,334.04,72.16,3.46,35.0,Larva,15.23,0.77,56.73,23.74,27.22,-0.79,No,Excess
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,26.68,64.3,8.4,995.63,10.7,32.46,167.65,66.76,1.42,9.0,Adult,99.78,0.15,26.52,53.18,22.07,0.94,Yes,Optimal
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,30.47,87.58,286.17,1039.71,4.02,27.79,73.53,19.04,3.51,46.0,Adult,25.15,0.14,23.86,46.23,29.71,-0.82,No,Excess
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,28.0,43.34,103.69,991.58,2.97,23.76,183.78,14.16,3.52,14.0,Egg,16.99,0.1,27.15,57.16,34.65,-0.85,Yes,Excess
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,17.65,81.73,266.75,1043.37,9.87,25.5,56.15,93.07,3.4,18.0,Adult,36.3,0.99,33.42,23.63,26.56,-0.03,No,Deficient
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,21.81,84.39,76.06,1032.13,2.34,4.89,180.68,83.6,2.84,1.0,Adult,84.63,0.26,48.19,15.94,25.94,0.52,Yes,Excess
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,29.93,57.11,158.67,1037.95,1.82,18.78,45.6,68.39,1.72,25.0,Egg,48.12,0.23,23.49,38.81,28.04,0.1,Yes,Optimal
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,24.6,49.92,72.12,1023.04,2.76,20.76,83.7,42.68,2.69,7.0,Egg,60.95,0.32,48.32,66.84,14.23,-0.47,No,Deficient
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,24.62,98.29,267.57,1013.38,2.96,32.66,38.46,48.22,2.94,37.0,Adult,0.38,0.32,22.26,46.58,14.41,-0.62,No,Deficient
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,24.81,76.9,187.64,1026.89,8.09,14.39,146.83,5.89,0.96,17.0,Larva,20.0,0.46,54.04,32.41,21.98,-0.8,No,Excess
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,29.21,98.4,22.45,1042.9,9.67,13.41,240.02,18.73,2.03,41.0,Egg,86.29,0.94,38.64,49.5,10.38,-0.31,No,Optimal
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,31.53,49.15,211.1,1015.91,6.66,28.03,54.83,83.97,0.81,11.0,Adult,84.56,0.71,20.81,55.89,33.89,-0.95,No,Deficient
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,15.34,60.7,237.49,988.31,7.48,7.44,185.49,28.29,4.69,30.0,Egg,27.8,0.84,30.84,75.32,19.85,0.4,No,Deficient
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,24.97,56.73,236.68,1022.01,9.95,11.09,221.05,74.39,1.04,38.0,Egg,42.09,0.71,57.33,46.34,25.01,0.94,Yes,Excess
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,27.1,89.91,276.59,1035.77,4.9,11.06,238.62,10.78,1.16,32.0,Adult,66.32,0.89,39.73,64.92,28.31,-0.12,Yes,Excess
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,22.68,82.4,61.21,1046.43,1.86,23.08,13.48,83.93,3.05,25.0,Larva,77.84,0.18,55.53,48.3,18.95,0.23,No,Excess
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,16.39,92.78,81.47,1009.57,1.96,39.99,265.3,3.24,1.95,12.0,Adult,35.71,0.16,55.91,78.96,10.87,0.6,No,Optimal
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,21.32,63.5,273.79,1044.4,10.87,15.34,105.1,70.73,3.23,34.0,Adult,60.13,0.95,34.59,44.27,12.17,-0.7,Yes,Optimal
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,17.93,52.17,52.4,1018.77,4.44,29.79,306.21,44.27,0.63,28.0,Larva,97.76,0.79,28.58,23.27,11.68,0.85,Yes,Optimal
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,29.63,79.0,54.78,988.55,9.82,30.5,205.27,74.5,3.76,5.0,Larva,16.29,0.9,48.27,58.5,22.45,-0.27,No,Deficient
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,32.62,66.62,269.15,1017.52,3.49,16.1,347.81,39.35,4.89,9.0,Egg,23.96,0.67,40.51,53.65,12.36,0.58,Yes,Excess
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,29.62,61.28,3.69,1040.62,10.04,6.14,33.09,96.68,0.72,49.0,Adult,89.35,0.51,50.12,20.08,12.71,0.98,Yes,Optimal
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,26.34,98.32,231.12,1045.54,4.08,26.81,217.07,44.75,0.58,14.0,Larva,67.06,0.44,25.08,34.46,22.81,0.66,Yes,Deficient
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,18.43,71.54,147.89,987.46,2.47,16.85,92.63,80.17,2.45,21.0,Egg,53.38,0.37,35.27,28.27,26.39,0.58,No,Optimal
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,19.17,90.68,119.55,1041.31,6.99,36.85,96.31,30.41,1.15,45.0,Adult,91.58,0.64,29.38,49.25,20.62,-0.44,Yes,Deficient
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,20.32,91.53,107.69,1010.39,3.67,17.51,88.38,97.9,1.79,40.0,Larva,65.19,0.53,37.13,11.44,25.74,0.55,No,Deficient
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,17.68,74.91,180.64,983.98,10.95,14.14,327.85,91.7,2.36,32.0,Larva,67.3,0.4,40.21,13.8,33.79,0.17,Yes,Optimal
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,15.43,57.3,281.77,988.12,3.12,33.96,100.4,73.98,2.28,0.0,Egg,2.22,0.9,49.99,76.1,16.72,0.28,Yes,Excess
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,21.53,62.11,184.84,1016.2,7.06,9.39,313.93,6.19,3.07,26.0,Adult,46.19,0.56,25.23,25.15,34.44,-0.13,No,Excess
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,15.32,92.76,198.46,993.04,3.13,27.21,45.35,25.54,4.87,45.0,Larva,93.1,0.78,28.7,57.78,26.68,-0.81,Yes,Excess
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,Stem Borer,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,20.9,76.78,53.82,1021.04,1.36,33.08,116.38,16.9,1.36,41.0,Larva,60.56,0.34,59.19,36.53,11.15,-0.55,Yes,Optimal
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,Brown Planthopper,Buprofezin,Buprofezin 25% SC,Apply 0.1 ml/L water,29.14,86.21,294.29,1006.63,1.24,3.7,262.94,65.74,3.85,14.0,Egg,23.02,0.54,53.73,18.49,22.36,0.33,Yes,Optimal
